"","SWBS","Item","Description","Noun 1","Noun 2","NRE","Vendor","PO","Line","Unit Price","Order Qty","Delivered Qty","Committed Qty","Commit Amnt","Delv.date","Acct /Proj /Dept","CLIN","Effort","ECP/REA"
"485","582","582-01-00022","PELICAN HOOK, TOWING          ","HOOK      ","PELICAN           ","   ","105859","941055","26","5896","1","0","1","5896","01/08/2018","       /    /    ","            ","            ",""
"485","582","582-01-00023","BUOY MOORING SHACKLE ASSY     ","ASSEMBLY  ","SHACKLE           ","   ","105859","941055","27","6322","1","0","1","6322","01/08/2018","       /    /    ","            ","            ",""
"485","582","582-01-00024","BUOY MOORING SWIVEL           ","SWIVEL    ","MOORING           ","   ","105859","941055","28","9450","1","0","1","9450","08/31/2017","       /    /    ","            ","            ",""
"485","582","582-01-00001","CAPSTAN, COMPLETE             ","CAPSTAN   ","COMPLETE          ","   ","104915","960152","1","0","1","0","1","0","11/15/2018","       /    /    ","            ","            ",""
"485","582","582-01-00001-802","CAPSTAN, AFT                  ","CAPSTAN   ","AFT               ","   ","104915","960152","2","0","1","0","1","0","11/15/2018","       /    /    ","            ","            ",""
"485","582","582-01-00001-803","STATION, PUSHBUTTON, JERED    ","STATION   ","                  ","   ","104915","960152","3","0","2","0","2","0","11/15/2018","       /    /    ","            ","            ",""
"485","582","582-01-00001-804","CONTROLLER, JERED #190485     ","CONTROLLER","                  ","   ","104915","960152","4","0","2","0","2","0","11/15/2018","       /    /    ","            ","            ",""
"485","582","582-01-00001-805","GASKET, CAPSTAN HEAD COVER    ","GASKET    ","                  ","   ","104915","960152","5","0","2","0","2","0","11/15/2018","       /    /    ","            ","            ",""
"485","582","582-01-00001-807","CAPSTAN, AFT, CHART           ","CAPSTAN   ","AFT               ","   ","104915","960152","6","0","1","0","1","0","11/15/2018","       /    /    ","            ","            ",""
"485","582","582-01-00001-808","CAPSTAN, AFT, TEST LOAD CHART ","CAPSTAN   ","AFT               ","   ","104915","960152","7","0","1","0","1","0","11/15/2018","       /    /    ","            ","            ",""
"485","582","582-01-00001-L06","REPORT, IN-PLANT TEST         ","REPORT    ","IN PLANT TEST     ","   ","104915","960152","8","0","1","0","1","0","11/15/2018","       /    /    ","            ","            ",""
"485","582","582-01-00001-L11","CERTIFICATES, REGULATORY BODY ","CERTIFICAT","REGULATORY        ","   ","104915","960152","9","0","1","0","1","0","11/15/2018","       /    /    ","            ","            ",""
"485","582","582-01-00001-L20","SUPPORT, VENDOR               ","SUPPORT   ","VENDOR            ","   ","104915","960152","10","0","1","0","1","0","11/15/2018","       /    /    ","            ","            ",""
"485","582","582-01-00001-L26","CERTIFICATE, IDENTICALITY     ","CERTIFICAT","IDENTICALITY      ","   ","104915","960152","11","0","1","0","1","0","11/15/2018","       /    /    ","            ","            ",""
"485","582","582-01-00001-L47","GOVERNMENT INSPECTION         ","INSPECTION","GOVERNMENT        ","   ","104915","960152","12","0","1","0","1","0","11/15/2018","       /    /    ","            ","            ",""
"485","582","582-01-00001-P01","PROGRESS PAYMENT              ","PROGRESS P","                  ","   ","104915","960152","14","6502.5","1","1","1","6502.5","11/15/2018","       /    /    ","            ","            ",""
"485","582","582-01-00001-P02","PROGRESS PAYMENT              ","PROGRESS P","                  ","   ","104915","960152","15","39015","1","1","1","39015","11/15/2018","       /    /    ","            ","            ",""
"485","582","582-01-00001-P03","PROGRESS PAYMENT              ","PROGRESS P","                  ","   ","104915","960152","16","32512.5","1","0","1","32512.5","11/15/2018","       /    /    ","            ","            ",""
"485","582","582-01-00001-P04","PROGRESS PAYMENT              ","PROGRESS P","                  ","   ","104915","960152","17","13005","1","0","1","13005","11/15/2018","       /    /    ","            ","            ",""
"485","582","582-01-00001-P05","PROGRESS PAYMENT              ","PROGRESS P","                  ","   ","104915","960152","18","13005","1","0","1","13005","11/15/2018","       /    /    ","            ","            ",""
"485","582","582-01-00001-P06","PROGRESS PAYMENT              ","PROGRESS P","                  ","   ","104915","960152","19","6502.5","1","0","1","6502.5","11/15/2018","       /    /    ","            ","            ",""
"485","582","582-01-00001-P07","PROGRESS PAYMENT              ","PROGRESS P","                  ","   ","104915","960152","20","6502.5","1","0","1","6502.5","11/15/2018","       /    /    ","            ","            ",""
"485","582","582-01-00001-P08","PROGRESS PAYMENT              ","PROGRESS P","                  ","   ","104915","960152","21","13005","1","0","1","13005","11/15/2018","       /    /    ","            ","            ",""
"485","582","582-01-00001-L52","TESTING, NOISE AND VIBRATION  ","TESTING   ","NOISE AND VIBRATIO","NRE","104915","960152","13","0","1","0","1","0","11/15/2018","       /    /    ","            ","            ",""
"485","583","583-01-0004A","T-BITT, DBL (CRUCIFORM) SIZE 4","          ","                  ","   ","100163","940932","12","3900","2","0","2","7800","12/08/2017","       /    /    ","            ","            ",""
"485","583","583-02-000S1","LIFERAFT CRADLES,IN ACCORDANCE","CRADLE    ","LIFERAFT          ","   ","105206","941082","1","2378.46","4","0","4","9513.84","10/16/2017","       /    /    ","            ","            ",""
"485","583","583-02-000S3","LIFERAFT CRADLES TIE-DOWN ASSY","CRADLE    ","LIFERAFT          ","   ","105206","941082","2","119.02","4","0","4","476.08","10/16/2017","       /    /    ","            ","            ",""
"485","583","583-01-000S2","RACK, HOSE, , 1/4"" THK AL     ","RACK      ","HOSE              ","   ","105206","941087","1","176.72","1","0","1","176.72","12/01/2017","       /    /    ","            ","            ",""
"485","583","583-01-000S4","STAPLE ASSY, ALUMINUM         ","ASSEMBLY  ","STAPLE            ","   ","105206","941087","2","59","2","0","2","118","12/01/2017","       /    /    ","            ","            ",""
"485","583","583-01-000S6","FAB, SUB-ASSY S6, SAFETY      ","HARNESS   ","SAFETY            ","   ","105206","941087","3","59.13","4","0","4","236.52","12/01/2017","       /    /    ","            ","            ",""
"485","583","583-01-000S9","RACK, HOSE, JP-5, FAB IAW, AL ","RACK      ","HOSE              ","   ","105206","941087","4","156.62","1","0","1","156.62","12/01/2017","       /    /    ","            ","            ",""
"485","583","583-01-0027A","FDN, BOAT CONT CAB, 2""X2""X1/4""","FOUNDATION","CONTACT           ","   ","105206","941087","5","27.29","2","0","2","54.58","12/01/2017","       /    /    ","            ","            ",""
"485","583","583-01-0061A","FAB, BACK-UP, SAFETY HARNESS  ","HARNESS   ","SAFETY            ","   ","105206","941087","6","29.12","4","0","4","116.48","12/01/2017","       /    /    ","            ","            ",""
"485","583","583-01-0062A","FAB, TRANSITION JOINT, SAFETY ","HARNESS   ","SAFETY            ","   ","105206","941087","7","29.55","4","0","4","118.2","12/01/2017","       /    /    ","            ","            ",""
"485","583","583-01-0062B","FAB, TRANSITION JOINT, SAFETY ","HARNESS   ","SAFETY            ","   ","105206","941087","8","44.58","8","0","8","356.64","12/01/2017","       /    /    ","            ","            ",""
"485","583","583-01-0062C","FAB, TRANSITION JOINT, SAFETY ","HARNESS   ","SAFETY            ","   ","105206","941087","9","53.78","2","0","2","107.56","12/01/2017","       /    /    ","            ","            ",""
"485","583","583-01-00S10","JP-5 HOSE RACK STAPLE, FAB IAW","STAPLE    ","HOSE RACK         ","   ","105206","941087","10","144.07","1","0","1","144.07","12/01/2017","       /    /    ","            ","            ",""
"485","583","583-01-0043A","CLIP, DECK, LADDER, FABRICATE ","CLIP      ","DECK              ","   ","105206","941087","11","11.77","4","0","4","47.08","12/01/2017","       /    /    ","            ","            ",""
"485","583","583-01-0058A","CLIP, BHD, ACTUATOR STOWAGE   ","CLIP      ","FABRICATE         ","   ","105206","941087","12","42.43","1","0","1","42.43","12/01/2017","       /    /    ","            ","            ",""
"485","583","583-01-000S4","STAPLE ASSY, ALUMINUM         ","ASSEMBLY  ","STAPLE            ","   ","105206","941115","2","47.83","4","0","4","191.32","08/24/2017","       /    /    ","            ","            ",""
"485","583","583-01-00009","DAVIT SYSTEM, BOAT, RESCUE,   ","SYSTEM    ","DAVIT             ","   ","102947","960176","1","0","1","0","1","0","10/30/2018","       /    /    ","            ","            ",""
"485","583","583-01-00009-L11","CERTIFICATES, REGULATORY BODY ","CERTIFICAT","REGULATORY        ","   ","102947","960176","3","0","1","0","1","0","10/30/2018","       /    /    ","            ","            ",""
"485","583","583-01-00009-L68","CERTIFICATES, VENDOR WELDING  ","CERTIFICAT","VENDOR            ","   ","102947","960176","4","0","1","0","1","0","10/30/2018","       /    /    ","            ","            ",""
"485","583","583-01-00009-L47","GOVERNMENT INSPECTION         ","INSPECTION","GOVERNMENT        ","   ","102947","960176","5","0","1","0","1","0","10/30/2018","       /    /    ","            ","            ",""
"485","583","583-01-00009-L20","SUPPORT, VENDOR               ","SUPPORT   ","VENDOR            ","   ","102947","960176","7","0","1","0","1","0","10/30/2018","       /    /    ","            ","            ",""
"485","583","583-01-00009-P01","PROGRESS PAYMENT              ","PROGRESS P","                  ","   ","102947","960176","8","120216.6","1","1","1","120216.6","04/15/2017","       /    /    ","            ","            ",""
"485","583","583-01-00009-P02","PROGRESS PAYMENT              ","PROGRESS P","                  ","   ","102947","960176","9","180324.9","1","1","1","180324.9","08/01/2017","       /    /    ","            ","            ",""
"485","583","583-01-00009-P03","PROGRESS PAYMENT              ","PROGRESS P","                  ","   ","102947","960176","10","285514.43","1","0","1","285514.43","10/30/2018","       /    /    ","            ","            ",""
"485","583","583-01-00009-P04","PROGRESS PAYMENT              ","PROGRESS P","                  ","   ","102947","960176","11","15027.07","1","0","1","15027.07","10/30/2018","       /    /    ","            ","            ",""
"485","583","583-01-00009-L26","CERTIFICATE, IDENTICALITY     ","CERTIFICAT","IDENTICALITY      ","   ","102947","960176","12","0","1","0","1","0","10/30/2018","       /    /    ","            ","            ",""
"485","583","583-03-00001","WATERBORNE VEHICLE TOW WINCH  ","WINCH     ","TOW               ","   ","103470","970278","1","0","1","0","1","0","08/16/2018","       /    /    ","            ","            ",""
"485","583","583-03-00001-801","TOW WINCH 4150 WITH CABLE     ","WINCH     ","TOW               ","   ","103470","970278","2","0","1","0","1","0","08/16/2018","       /    /    ","            ","            ",""
"485","583","583-03-00001-802","TOW WINCH, MAIN CABINET       ","WINCH     ","TOW               ","   ","103470","970278","3","0","1","0","1","0","08/16/2018","       /    /    ","            ","            ",""
"485","583","583-03-00001-803","TOW WINCH, CONTROL BOX        ","WINCH     ","TOW               ","   ","103470","970278","4","0","1","0","1","0","08/16/2018","       /    /    ","            ","            ",""
"485","583","583-03-00001-810","TOW WINCH, ROPE 120m          ","WINCH     ","TOW               ","   ","103470","970278","5","0","1","0","1","0","08/16/2018","       /    /    ","            ","            ",""
"485","583","583-03-00001-811","LINE RELEASE CLIP ASSY.       ","ASSEMBLY  ","CLIP              ","   ","103470","970278","6","0","2","0","2","0","08/16/2018","       /    /    ","            ","            ",""
"485","583","583-03-00001-814","TOW WINCH, CHAIN 5X18.5mm L   ","WINCH     ","TOW               ","   ","103470","970278","7","0","1","0","1","0","08/16/2018","       /    /    ","            ","            ",""
"485","583","583-03-00001-L06","REPORT, IN-PLANT TEST         ","REPORT    ","IN PLANT TEST     ","   ","103470","970278","9","0","1","0","1","0","08/16/2018","       /    /    ","            ","            ",""
"485","583","583-03-00001-L07","REPORT, SHIPBOARD TEST, IAW   ","REPORT    ","SHIPBOARD TEST    ","   ","103470","970278","10","0","1","0","1","0","08/16/2018","       /    /    ","            ","            ",""
"485","583","583-03-00001-L11","CERTIFICATES, REGULATORY BODY ","CERTIFICAT","REGULATORY        ","   ","103470","970278","12","0","1","0","1","0","08/16/2018","       /    /    ","            ","            ",""
"485","583","583-03-00001-L26","CERTIFICATE, IDENTICALITY     ","CERTIFICAT","IDENTICALITY      ","   ","103470","970278","13","0","1","0","1","0","08/16/2018","       /    /    ","            ","            ",""
